Zip Code,Website,Address,Email
02895,http://ayso.bluesombrero.com/region715,69 Outlook Ave<br>East Providence RI 02914,aysoregion715@gmail.com
02909,http://ayso.bluesombrero.com/region715,69 Outlook Ave<br>East Providence RI 02914,aysoregion715@gmail.com
02920,http://ayso.bluesombrero.com/region715,69 Outlook Ave<br>East Providence RI 02914,aysoregion715@gmail.com
05201,http://ayso.bluesombrero.com/region1547,PO Box 186<br>Duanesburg NY 12056,hgeidel@gmail.com
06010,http://www.ayso79.org/,26 Beaver Circle<br>Monroe CT 06468,info@monroeayso.com
06010,http://www.ayso186.org/,4654 Madison Ave<br>Trumbull CT 06611,TrumbullAYSO186@gmail.com
06010,http://www.eastonayso.com/,31 Woodland Dr.<br>Easton CT 06612,jud.wible@wsp.com
06010,http://www.bridgeportayso.org/,2470 Fairfield Avenue<br>Bridgeport CT 06605,Desmondj@optonline.net
06010,http://www.ayso95.org/,82 Primrose St<br>Katonah NY 10536,aysosomers95@gmail.com
06033,http://www.ayso79.org/,26 Beaver Circle<br>Monroe CT 06468,info@monroeayso.com
06033,http://www.ayso186.org/,4654 Madison Ave<br>Trumbull CT 06611,TrumbullAYSO186@gmail.com
06111,http://www.ayso79.org/,26 Beaver Circle<br>Monroe CT 06468,info@monroeayso.com
06111,http://www.ayso186.org/,4654 Madison Ave<br>Trumbull CT 06611,TrumbullAYSO186@gmail.com
06111,http://www.eastonayso.com/,31 Woodland Dr.<br>Easton CT 06612,jud.wible@wsp.com
06111,http://www.bridgeportayso.org/,2470 Fairfield Avenue<br>Bridgeport CT 06605,Desmondj@optonline.net
06320,http://ayso.bluesombrero.com/region715,69 Outlook Ave<br>East Providence RI 02914,aysoregion715@gmail.com
06360,http://ayso.bluesombrero.com/region715,69 Outlook Ave<br>East Providence RI 02914,aysoregion715@gmail.com
06410,http://www.ayso79.org/,26 Beaver Circle<br>Monroe CT 06468,info@monroeayso.com
06410,http://www.ayso186.org/,4654 Madison Ave<br>Trumbull CT 06611,TrumbullAYSO186@gmail.com
06410,http://www.eastonayso.com/,31 Woodland Dr.<br>Easton CT 06612,jud.wible@wsp.com
06410,http://www.bridgeportayso.org/,2470 Fairfield Avenue<br>Bridgeport CT 06605,Desmondj@optonline.net
06410,http://ayso.bluesombrero.com/region1669,192 Joffre Ave Apt A<br>Stamford CT 06905,cvpa@ayso.org
06410,http://www.ayso95.org/,82 Primrose St<br>Katonah NY 10536,aysosomers95@gmail.com
06410,http://www.ayso251.org/,PO Box 888<br>Mount Kisco NY 10549,mtkiscoayso@yahoo.com
06410,http://www.ayso141.org/,3557 Dane Street<br>Shrub Oak NY 10588,aysoleo141@gmail.com
06450,http://www.ayso79.org/,26 Beaver Circle<br>Monroe CT 06468,info@monroeayso.com
06450,http://www.ayso186.org/,4654 Madison Ave<br>Trumbull CT 06611,TrumbullAYSO186@gmail.com
06450,http://www.bridgeportayso.org/,2470 Fairfield Avenue<br>Bridgeport CT 06605,Desmondj@optonline.net
06450,http://www.eastonayso.com/,31 Woodland Dr.<br>Easton CT 06612,jud.wible@wsp.com
06450,http://ayso.bluesombrero.com/region1669,192 Joffre Ave Apt A<br>Stamford CT 06905,cvpa@ayso.org
06484,http://www.ayso79.org/,26 Beaver Circle<br>Monroe CT 06468,info@monroeayso.com
06484,http://www.ayso186.org/,4654 Madison Ave<br>Trumbull CT 06611,TrumbullAYSO186@gmail.com
06484,http://www.eastonayso.com/,31 Woodland Dr.<br>Easton CT 06612,jud.wible@wsp.com
06484,http://www.bridgeportayso.org/,2470 Fairfield Avenue<br>Bridgeport CT 06605,Desmondj@optonline.net
06484,http://ayso.bluesombrero.com/region1669,192 Joffre Ave Apt A<br>Stamford CT 06905,cvpa@ayso.org
06484,http://www.ayso95.org/,82 Primrose St<br>Katonah NY 10536,aysosomers95@gmail.com
06484,http://www.ayso251.org/,PO Box 888<br>Mount Kisco NY 10549,mtkiscoayso@yahoo.com
06484,http://www.armonkunited.org/,313 Lake St<br>Pleasantville NY 10570,info@armonkunited.org
06484,http://www.ayso139.org/,68 Oak Hill Road<br>chappaqua NY 10514,clance306@gmail.com
06484,http://www.ayso141.org/,3557 Dane Street<br>Shrub Oak NY 10588,aysoleo141@gmail.com
06484,http://www.ayso199.org/,PO Box 132<br>Pleasantville NY 10570,ayso@pvillesoccer.com
06484,http://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
06484,https://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
06484,http://ayso.bluesombrero.com/region1632,156 Willis Avenue<br>Hawthorne NY 10532,arod@westchesterfutsal.com
06484,http://www.ayso202.org/,15 Ingham Road<br>Briarcliff Manor NY 10510,rc@briarcliffsoccer.org
06484,http://www.ayso201.org/,216 Kemeys Ave<br>Briarcliff Manor NY 10510,ossiningayso@gmail.com
06484,http://www.ayso455.org/,66 Farrington Rd<br>Croton on Hudson NY 10520,rc@crotonsoccer.org
06484,http://www.aysotarrytown.com/,273 S. Broadway Apt. A<br>Tarrytown NY 10591,rgm968@gmail.com
06484,http://ayso.bluesombrero.com/region324,15 Burkeley Place<br>Hastings on Hudson NY 10706,rufc324@gmail.com
06704,http://www.ayso79.org/,26 Beaver Circle<br>Monroe CT 06468,info@monroeayso.com
06704,http://www.ayso186.org/,4654 Madison Ave<br>Trumbull CT 06611,TrumbullAYSO186@gmail.com
06704,http://www.eastonayso.com/,31 Woodland Dr.<br>Easton CT 06612,jud.wible@wsp.com
06704,http://www.bridgeportayso.org/,2470 Fairfield Avenue<br>Bridgeport CT 06605,Desmondj@optonline.net
06704,http://www.ayso95.org/,82 Primrose St<br>Katonah NY 10536,aysosomers95@gmail.com
06704,http://ayso.bluesombrero.com/region1669,192 Joffre Ave Apt A<br>Stamford CT 06905,cvpa@ayso.org
06704,http://www.ayso251.org/,PO Box 888<br>Mount Kisco NY 10549,mtkiscoayso@yahoo.com
06704,http://www.ayso141.org/,3557 Dane Street<br>Shrub Oak NY 10588,aysoleo141@gmail.com
06704,http://www.ayso139.org/,68 Oak Hill Road<br>chappaqua NY 10514,clance306@gmail.com
06704,http://www.armonkunited.org/,313 Lake St<br>Pleasantville NY 10570,info@armonkunited.org
06790,http://www.ayso79.org/,26 Beaver Circle<br>Monroe CT 06468,info@monroeayso.com
06790,http://www.ayso186.org/,4654 Madison Ave<br>Trumbull CT 06611,TrumbullAYSO186@gmail.com
06790,http://www.eastonayso.com/,31 Woodland Dr.<br>Easton CT 06612,jud.wible@wsp.com
06790,http://www.ayso595.org/,PO Box 800<br>Saugerties NY 12477,commissioner@saugertiesayso.org
06790,http://www.bridgeportayso.org/,2470 Fairfield Avenue<br>Bridgeport CT 06605,Desmondj@optonline.net
06790,http://www.ayso95.org/,82 Primrose St<br>Katonah NY 10536,aysosomers95@gmail.com
06790,http://www.ayso141.org/,3557 Dane Street<br>Shrub Oak NY 10588,aysoleo141@gmail.com
06854,http://ayso.bluesombrero.com/region1669,192 Joffre Ave Apt A<br>Stamford CT 06905,cvpa@ayso.org
06854,http://www.eastonayso.com/,31 Woodland Dr.<br>Easton CT 06612,jud.wible@wsp.com
06854,http://www.bridgeportayso.org/,2470 Fairfield Avenue<br>Bridgeport CT 06605,Desmondj@optonline.net
06854,http://www.ayso186.org/,4654 Madison Ave<br>Trumbull CT 06611,TrumbullAYSO186@gmail.com
06854,http://www.ayso251.org/,PO Box 888<br>Mount Kisco NY 10549,mtkiscoayso@yahoo.com
06854,http://www.armonkunited.org/,313 Lake St<br>Pleasantville NY 10570,info@armonkunited.org
06854,http://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
06854,https://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
06854,http://ayso.bluesombrero.com/region1632,156 Willis Avenue<br>Hawthorne NY 10532,arod@westchesterfutsal.com
06854,http://www.ayso199.org/,PO Box 132<br>Pleasantville NY 10570,ayso@pvillesoccer.com
06854,http://www.ayso139.org/,68 Oak Hill Road<br>chappaqua NY 10514,clance306@gmail.com
06854,http://www.ayso79.org/,26 Beaver Circle<br>Monroe CT 06468,info@monroeayso.com
06854,http://www.ayso202.org/,15 Ingham Road<br>Briarcliff Manor NY 10510,rc@briarcliffsoccer.org
06854,http://www.ayso95.org/,82 Primrose St<br>Katonah NY 10536,aysosomers95@gmail.com
06854,http://www.aysotarrytown.com/,273 S. Broadway Apt. A<br>Tarrytown NY 10591,rgm968@gmail.com
06854,http://www.ayso201.org/,216 Kemeys Ave<br>Briarcliff Manor NY 10510,ossiningayso@gmail.com
06854,http://ayso.bluesombrero.com/region324,15 Burkeley Place<br>Hastings on Hudson NY 10706,rufc324@gmail.com
06854,http://www.ayso455.org/,66 Farrington Rd<br>Croton on Hudson NY 10520,rc@crotonsoccer.org
06854,http://www.ayso141.org/,3557 Dane Street<br>Shrub Oak NY 10588,aysoleo141@gmail.com
06854,http://ayso.bluesombrero.com/region1600,113 East Hudson Ave<br>Englewood NJ 07631,englewoodsoocer@gmail.com
06854,http://www.ayso1089.org/,PO Box 274<br>Leonia NJ 07605,ayso1089arc@gmail.com
06854,http://ayso.bluesombrero.com/region1328,McCarren Park<br>Brooklyn NY 11222,lswertloff@brooklynayso.net
06854,http://ayso.bluesombrero.com/region1378,5 Stuyvesant Oval<br>New York NY 10009,kffnyc@aol.com
06854,http://www.brooklynayso.org/,403 E 19th Street<br>Brooklyn NY 11226,Registration@brooklynayso.net
06854,http://www.ayso266.org/,1815 Ryder St<br>Brooklyn NY 11234,anthony.besada@gmail.com
06854,http://www.wssl.org/,89 Brook Road<br>New York NY 10025,registrar@wssl.org
06902,http://ayso.bluesombrero.com/region1669,192 Joffre Ave Apt A<br>Stamford CT 06905,cvpa@ayso.org
06902,http://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
06902,https://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
06902,http://www.armonkunited.org/,313 Lake St<br>Pleasantville NY 10570,info@armonkunited.org
06902,http://ayso.bluesombrero.com/region1632,156 Willis Avenue<br>Hawthorne NY 10532,arod@westchesterfutsal.com
06902,http://www.ayso199.org/,PO Box 132<br>Pleasantville NY 10570,ayso@pvillesoccer.com
06902,http://www.ayso251.org/,PO Box 888<br>Mount Kisco NY 10549,mtkiscoayso@yahoo.com
06902,http://www.ayso139.org/,68 Oak Hill Road<br>chappaqua NY 10514,clance306@gmail.com
06902,http://www.ayso202.org/,15 Ingham Road<br>Briarcliff Manor NY 10510,rc@briarcliffsoccer.org
06902,http://www.aysotarrytown.com/,273 S. Broadway Apt. A<br>Tarrytown NY 10591,rgm968@gmail.com
06902,http://www.eastonayso.com/,31 Woodland Dr.<br>Easton CT 06612,jud.wible@wsp.com
06902,http://ayso.bluesombrero.com/region324,15 Burkeley Place<br>Hastings on Hudson NY 10706,rufc324@gmail.com
06902,http://www.ayso201.org/,216 Kemeys Ave<br>Briarcliff Manor NY 10510,ossiningayso@gmail.com
06902,http://www.bridgeportayso.org/,2470 Fairfield Avenue<br>Bridgeport CT 06605,Desmondj@optonline.net
06902,http://www.ayso95.org/,82 Primrose St<br>Katonah NY 10536,aysosomers95@gmail.com
06902,http://www.ayso186.org/,4654 Madison Ave<br>Trumbull CT 06611,TrumbullAYSO186@gmail.com
06902,http://www.ayso455.org/,66 Farrington Rd<br>Croton on Hudson NY 10520,rc@crotonsoccer.org
06902,http://ayso.bluesombrero.com/region1600,113 East Hudson Ave<br>Englewood NJ 07631,englewoodsoocer@gmail.com
06902,http://www.ayso141.org/,3557 Dane Street<br>Shrub Oak NY 10588,aysoleo141@gmail.com
06902,http://www.ayso1089.org/,PO Box 274<br>Leonia NJ 07605,ayso1089arc@gmail.com
06902,http://www.ayso79.org/,26 Beaver Circle<br>Monroe CT 06468,info@monroeayso.com
06902,http://ayso.bluesombrero.com/region1328,McCarren Park<br>Brooklyn NY 11222,lswertloff@brooklynayso.net
06902,http://ayso.bluesombrero.com/region1378,5 Stuyvesant Oval<br>New York NY 10009,kffnyc@aol.com
06902,http://www.brooklynayso.org/,403 E 19th Street<br>Brooklyn NY 11226,Registration@brooklynayso.net
06902,http://www.ayso266.org/,1815 Ryder St<br>Brooklyn NY 11234,anthony.besada@gmail.com
06902,http://www.wssl.org/,89 Brook Road<br>New York NY 10025,registrar@wssl.org
07002,http://www.wssl.org/,89 Brook Road<br>New York NY 10025,registrar@wssl.org
07002,http://www.brooklynayso.org/,403 E 19th Street<br>Brooklyn NY 11226,Registration@brooklynayso.net
07002,http://ayso.bluesombrero.com/region1378,5 Stuyvesant Oval<br>New York NY 10009,kffnyc@aol.com
07002,http://ayso.bluesombrero.com/region1328,McCarren Park<br>Brooklyn NY 11222,lswertloff@brooklynayso.net
07002,http://www.ayso266.org/,1815 Ryder St<br>Brooklyn NY 11234,anthony.besada@gmail.com
07002,http://www.ayso1089.org/,PO Box 274<br>Leonia NJ 07605,ayso1089arc@gmail.com
07002,http://ayso.bluesombrero.com/region1600,113 East Hudson Ave<br>Englewood NJ 07631,englewoodsoocer@gmail.com
07002,http://ayso.bluesombrero.com/region324,15 Burkeley Place<br>Hastings on Hudson NY 10706,rufc324@gmail.com
07002,http://www.aysotarrytown.com/,273 S. Broadway Apt. A<br>Tarrytown NY 10591,rgm968@gmail.com
07002,http://ayso.bluesombrero.com/region1632,156 Willis Avenue<br>Hawthorne NY 10532,arod@westchesterfutsal.com
07002,http://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
07002,https://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
07002,http://www.ayso201.org/,216 Kemeys Ave<br>Briarcliff Manor NY 10510,ossiningayso@gmail.com
07002,http://www.ayso199.org/,PO Box 132<br>Pleasantville NY 10570,ayso@pvillesoccer.com
07002,http://www.ayso202.org/,15 Ingham Road<br>Briarcliff Manor NY 10510,rc@briarcliffsoccer.org
07002,http://www.armonkunited.org/,313 Lake St<br>Pleasantville NY 10570,info@armonkunited.org
07002,http://www.ayso139.org/,68 Oak Hill Road<br>chappaqua NY 10514,clance306@gmail.com
07002,http://www.ayso455.org/,66 Farrington Rd<br>Croton on Hudson NY 10520,rc@crotonsoccer.org
07002,http://ayso.bluesombrero.com/region1669,192 Joffre Ave Apt A<br>Stamford CT 06905,cvpa@ayso.org
07002,http://www.ayso251.org/,PO Box 888<br>Mount Kisco NY 10549,mtkiscoayso@yahoo.com
07002,http://www.ayso141.org/,3557 Dane Street<br>Shrub Oak NY 10588,aysoleo141@gmail.com
07002,http://www.ayso95.org/,82 Primrose St<br>Katonah NY 10536,aysosomers95@gmail.com
07011,http://www.ayso1089.org/,PO Box 274<br>Leonia NJ 07605,ayso1089arc@gmail.com
07011,http://ayso.bluesombrero.com/region1600,113 East Hudson Ave<br>Englewood NJ 07631,englewoodsoocer@gmail.com
07011,http://ayso.bluesombrero.com/region1378,5 Stuyvesant Oval<br>New York NY 10009,kffnyc@aol.com
07011,http://ayso.bluesombrero.com/region1328,McCarren Park<br>Brooklyn NY 11222,lswertloff@brooklynayso.net
07011,http://ayso.bluesombrero.com/region324,15 Burkeley Place<br>Hastings on Hudson NY 10706,rufc324@gmail.com
07011,http://www.wssl.org/,89 Brook Road<br>New York NY 10025,registrar@wssl.org
07011,http://www.brooklynayso.org/,403 E 19th Street<br>Brooklyn NY 11226,Registration@brooklynayso.net
07011,http://www.aysotarrytown.com/,273 S. Broadway Apt. A<br>Tarrytown NY 10591,rgm968@gmail.com
07011,http://www.ayso266.org/,1815 Ryder St<br>Brooklyn NY 11234,anthony.besada@gmail.com
07011,http://www.ayso201.org/,216 Kemeys Ave<br>Briarcliff Manor NY 10510,ossiningayso@gmail.com
07011,http://ayso.bluesombrero.com/region1632,156 Willis Avenue<br>Hawthorne NY 10532,arod@westchesterfutsal.com
07011,http://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
07011,https://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
07011,http://www.ayso202.org/,15 Ingham Road<br>Briarcliff Manor NY 10510,rc@briarcliffsoccer.org
07011,http://www.ayso199.org/,PO Box 132<br>Pleasantville NY 10570,ayso@pvillesoccer.com
07011,http://www.ayso455.org/,66 Farrington Rd<br>Croton on Hudson NY 10520,rc@crotonsoccer.org
07011,http://www.armonkunited.org/,313 Lake St<br>Pleasantville NY 10570,info@armonkunited.org
07011,http://www.ayso139.org/,68 Oak Hill Road<br>chappaqua NY 10514,clance306@gmail.com
07011,http://www.ayso251.org/,PO Box 888<br>Mount Kisco NY 10549,mtkiscoayso@yahoo.com
07011,http://www.ayso141.org/,3557 Dane Street<br>Shrub Oak NY 10588,aysoleo141@gmail.com
07011,http://ayso.bluesombrero.com/region1669,192 Joffre Ave Apt A<br>Stamford CT 06905,cvpa@ayso.org
07011,http://www.ayso95.org/,82 Primrose St<br>Katonah NY 10536,aysosomers95@gmail.com
07011,http://www.eastonayso.com/,31 Woodland Dr.<br>Easton CT 06612,jud.wible@wsp.com
07060,http://www.wssl.org/,89 Brook Road<br>New York NY 10025,registrar@wssl.org
07060,http://www.brooklynayso.org/,403 E 19th Street<br>Brooklyn NY 11226,Registration@brooklynayso.net
07060,http://ayso.bluesombrero.com/region1378,5 Stuyvesant Oval<br>New York NY 10009,kffnyc@aol.com
07060,http://www.ayso266.org/,1815 Ryder St<br>Brooklyn NY 11234,anthony.besada@gmail.com
07060,http://ayso.bluesombrero.com/region1328,McCarren Park<br>Brooklyn NY 11222,lswertloff@brooklynayso.net
07060,http://www.ayso1089.org/,PO Box 274<br>Leonia NJ 07605,ayso1089arc@gmail.com
07060,http://ayso.bluesombrero.com/region1600,113 East Hudson Ave<br>Englewood NJ 07631,englewoodsoocer@gmail.com
07060,http://ayso.bluesombrero.com/region324,15 Burkeley Place<br>Hastings on Hudson NY 10706,rufc324@gmail.com
07060,http://www.aysotarrytown.com/,273 S. Broadway Apt. A<br>Tarrytown NY 10591,rgm968@gmail.com
07060,http://www.ayso201.org/,216 Kemeys Ave<br>Briarcliff Manor NY 10510,ossiningayso@gmail.com
07060,http://ayso.bluesombrero.com/region1632,156 Willis Avenue<br>Hawthorne NY 10532,arod@westchesterfutsal.com
07060,http://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
07060,https://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
07060,http://www.ayso202.org/,15 Ingham Road<br>Briarcliff Manor NY 10510,rc@briarcliffsoccer.org
07060,http://www.ayso199.org/,PO Box 132<br>Pleasantville NY 10570,ayso@pvillesoccer.com
07060,http://www.ayso455.org/,66 Farrington Rd<br>Croton on Hudson NY 10520,rc@crotonsoccer.org
07060,http://www.armonkunited.org/,313 Lake St<br>Pleasantville NY 10570,info@armonkunited.org
07087,http://ayso.bluesombrero.com/region1378,5 Stuyvesant Oval<br>New York NY 10009,kffnyc@aol.com
07087,http://ayso.bluesombrero.com/region1328,McCarren Park<br>Brooklyn NY 11222,lswertloff@brooklynayso.net
07087,http://www.ayso1089.org/,PO Box 274<br>Leonia NJ 07605,ayso1089arc@gmail.com
07087,http://www.brooklynayso.org/,403 E 19th Street<br>Brooklyn NY 11226,Registration@brooklynayso.net
07087,http://www.wssl.org/,89 Brook Road<br>New York NY 10025,registrar@wssl.org
07087,http://ayso.bluesombrero.com/region1600,113 East Hudson Ave<br>Englewood NJ 07631,englewoodsoocer@gmail.com
07087,http://www.ayso266.org/,1815 Ryder St<br>Brooklyn NY 11234,anthony.besada@gmail.com
07087,http://ayso.bluesombrero.com/region324,15 Burkeley Place<br>Hastings on Hudson NY 10706,rufc324@gmail.com
07087,http://www.aysotarrytown.com/,273 S. Broadway Apt. A<br>Tarrytown NY 10591,rgm968@gmail.com
07087,http://ayso.bluesombrero.com/region1632,156 Willis Avenue<br>Hawthorne NY 10532,arod@westchesterfutsal.com
07087,http://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
07087,https://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
07087,http://www.ayso201.org/,216 Kemeys Ave<br>Briarcliff Manor NY 10510,ossiningayso@gmail.com
07087,http://www.ayso199.org/,PO Box 132<br>Pleasantville NY 10570,ayso@pvillesoccer.com
07087,http://www.ayso202.org/,15 Ingham Road<br>Briarcliff Manor NY 10510,rc@briarcliffsoccer.org
07087,http://www.armonkunited.org/,313 Lake St<br>Pleasantville NY 10570,info@armonkunited.org
07087,http://www.ayso139.org/,68 Oak Hill Road<br>chappaqua NY 10514,clance306@gmail.com
07087,http://www.ayso455.org/,66 Farrington Rd<br>Croton on Hudson NY 10520,rc@crotonsoccer.org
07087,http://www.ayso251.org/,PO Box 888<br>Mount Kisco NY 10549,mtkiscoayso@yahoo.com
07087,http://ayso.bluesombrero.com/region1669,192 Joffre Ave Apt A<br>Stamford CT 06905,cvpa@ayso.org
07087,http://www.ayso141.org/,3557 Dane Street<br>Shrub Oak NY 10588,aysoleo141@gmail.com
07087,http://www.ayso95.org/,82 Primrose St<br>Katonah NY 10536,aysosomers95@gmail.com
07087,http://www.eastonayso.com/,31 Woodland Dr.<br>Easton CT 06612,jud.wible@wsp.com
07087,http://www.bridgeportayso.org/,2470 Fairfield Avenue<br>Bridgeport CT 06605,Desmondj@optonline.net
07430,http://www.aysotarrytown.com/,273 S. Broadway Apt. A<br>Tarrytown NY 10591,rgm968@gmail.com
07430,http://www.ayso201.org/,216 Kemeys Ave<br>Briarcliff Manor NY 10510,ossiningayso@gmail.com
07430,http://ayso.bluesombrero.com/region1600,113 East Hudson Ave<br>Englewood NJ 07631,englewoodsoocer@gmail.com
07430,http://www.ayso455.org/,66 Farrington Rd<br>Croton on Hudson NY 10520,rc@crotonsoccer.org
07430,http://ayso.bluesombrero.com/region324,15 Burkeley Place<br>Hastings on Hudson NY 10706,rufc324@gmail.com
07430,http://www.ayso1089.org/,PO Box 274<br>Leonia NJ 07605,ayso1089arc@gmail.com
07430,http://www.ayso202.org/,15 Ingham Road<br>Briarcliff Manor NY 10510,rc@briarcliffsoccer.org
07430,http://ayso.bluesombrero.com/region1632,156 Willis Avenue<br>Hawthorne NY 10532,arod@westchesterfutsal.com
07430,http://www.ayso199.org/,PO Box 132<br>Pleasantville NY 10570,ayso@pvillesoccer.com
07430,http://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
07430,https://www.ayso221.org/,1 Town Hall Plaza<br>Valhalla NY 10595,playayso221@gmail.com
07430,http://www.ayso139.org/,68 Oak Hill Road<br>chappaqua NY 10514,clance306@gmail.com
07430,http://www.armonkunited.org/,313 Lake St<br>Pleasantville NY 10570,info@armonkunited.org
07430,http://www.ayso141.org/,3557 Dane Street<br>Shrub Oak NY 10588,aysoleo141@gmail.com
07430,http://www.ayso251.org/,PO Box 888<br>Mount Kisco NY 10549,mtkiscoayso@yahoo.com
07430,http://ayso.bluesombrero.com/region1378,5 Stuyvesant Oval<br>New York NY 10009,kffnyc@aol.com
07430,http://ayso.bluesombrero.com/region1328,McCarren Park<br>Brooklyn NY 11222,lswertloff@brooklynayso.net
07430,http://www.ayso95.org/,82 Primrose St<br>Katonah NY 10536,aysosomers95@gmail.com
07430,http://www.wssl.org/,89 Brook Road<br>New York NY 10025,registrar@wssl.org
07430,http://www.brooklynayso.org/,403 E 19th Street<br>Brooklyn NY 11226,Registration@brooklynayso.net
07430,http://ayso.bluesombrero.com/region1669,192 Joffre Ave Apt A<br>Stamford CT 06905,cvpa@ayso.org
07430,http://www.ayso266.org/,1815 Ryder St<br>Brooklyn NY 11234,anthony.besada@gmail.com
07430,http://ayso.bluesombrero.com/region1517,2692 State Route 209<br>Wurtsboro NY 12790,mmayso@yahoo.com
07430,http://ayso.bluesombrero.com/region1551,PO BOX 75<br>Glen Spey NY 12737,betsyvh@hotmail.com
07430,http://ayso.bluesombrero.com/region1104,12 maple ave<br>Ellenville NY 12428,EJYSLReg1104@gmail.com
07430,http://www.eastonayso.com/,31 Woodland Dr.<br>Easton CT 06612,jud.wible@wsp.com
07470,http://www.ayso1089.org/,PO Box 274<br>Leonia NJ 07605,ayso1089arc@gmail.com
07470,http://ayso.bluesombrero.com/region1600,113 East Hudson Ave<br>Englewood NJ 07631,englewoodsoocer@gmail.com
07470,http://ayso.bluesombrero.com/region324,15 Burkeley Place<br>Hastings on Hudson NY 10706,rufc324@gmail.com
07470,http://ayso.bluesombrero.com/region1378,5 Stuyvesant Oval<br>New York NY 10009,kffnyc@aol.com
07470,http://ayso.bluesombrero.com/region1328,McCarren Park<br>Brooklyn NY 11222,lswertloff@brooklynayso.net
07470,http://www.aysotarrytown.com/,273 S. Broadway Apt. A<br>Tarrytown NY 10591,rgm968@gmail.com
07470,http://www.wssl.org/,89 Brook Road<br>New York NY 10025,registrar@wssl.org
